Story Date,Story URL,Headline,What (Claim),About Subject,About Person,Featured Image,Tags
2nd May 2024,https://www.vishvasnews.com/politics/fact-check-this-video-of-meat-being-sold-in-the-temple-is-from-pakistan-not-kerala/,"Fact Check: मंदिर में मीट की दुकान का यह वीडियो पाकिस्तान का है, केरल नहीं",जागो हिंदुओ जागो यह केरल के वायनाड मे सीता राम मंदिर है जिसमें चिकन शॉप है जिसका उद्घाटन राहुल गांधी ने किया है जो राहुल गांधी का संसदीय क्षेत्र है।,Meat shop in Kerala temple,Rahul Gandhi,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews-83.jpg,"Kerala,Rahul Gandhi,Waynad Road"
2nd May 2024,https://www.vishvasnews.com/viral/fact-check-old-video-of-flood-is-being-shared-with-misleading-claims/,"Fact Check: कश्मीर में आई बाढ़ का यह वीडियो पुराना है, भ्रामक दावे से किया जा रहा है शेयर", यह कश्मीर में आई हालिया बाढ़ का वीडियो है।,Kashmir Flood Video,Kashmir ,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews1-2024-05-02T170549.222.jpg,"Fact Check,fake news,how to verify flood videos online,Kashmir Flood,old flood video,tips to spot fake flood news"
2nd May 2024,https://www.vishvasnews.com/politics/fact-check-know-the-truth-behind-jay-prakash-majumdar-beaten-video-as-recent-viral-online/,Fact Check : टीएमसी नेता जयप्रकाश मजूमदार की पिटाई के 5 साल पुराने वीडियो को गलत दावे के साथ किया जा रहा वायरल,लोकसभा चुनाव 2024 में वोट मांगने गए बीजेपी नेता जयप्रकाश मजूमदार को लोगों ने पीटा।,BJP leader beaten,BJP,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews-31.jpg,"Jay Prakash Majumdar BJP,Jay Prakash Majumdar News,Jay Prakash Majumdar TMC,Jay Prakash Majumder Beaten Video,Lok Sabha Election 2024,viral news,viral video"
2nd May 2024,https://www.vishvasnews.com/politics/fact-check-no-gst-on-seeds-misleading-rate-of-goods-and-services-tax-for-tractors-and-other-farm-equipment-is-being-shared-on-social-media/,"Fact Check: बुआई योग्य बीजों पर नहीं लगता है GST, ट्रैक्टर्स समेत अन्य उपकरणों पर GST रेट का वायरल दावा भ्रामक"," ट्रैक्टर पर 28%, खेत की दबाईयों पर 18% बीजों पर 12% और कृषि यंत्रों पर 28% जीएसटी वसूलती है सरकार।","The government levies 28% GST on tractors, 18% on agricultural presses, 12% on seeds and 28% on agricultural machinery.","GST, GST on Agriculture",https://www.vishvasnews.com/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-02-at-4.38.22-PM.jpeg,"Election Fact Check,Gst Benefits for Agriculture India,Gst Impact on Farmers,Gst on Agricultural Equipment,Gst on Seeds,Gst on Seeds in India,Gst on Tractors,Loksabha Election 2019"
2nd May 2024,https://www.vishvasnews.com/english/politics/fact-check-old-odisha-video-misleadingly-shared-as-bengal-incident/,Fact Check: Old Odisha Video Misleadingly Shared as Bengal Incident,it happened in Bengal.,Bhagwa fear,Mamata Banerjee,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews1-84.jpg,"BJP,Lok Sabha elections 2024,West Bengal"
2nd May 2024,https://www.vishvasnews.com/politics/fact-check-bjp-loksabha-candidate-sarvesh-pathak-list-of-uttar-pradesh-kaiserganj-is-fake/,Fact Check: कैसरगंज लोकसभा सीट से सर्वेश पाठक को भाजपा उम्मीदवार बनाए जाने की फर्जी लिस्ट वायरल,बृजभूषण शरण सिंह का कैसरगंज से टिकट कट गया है और वहां से सर्वेश पाठक को मौका दिया गया है।,bjp loksabha candidate list of kaiserganj,sarvesh pathak,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews.jpg,"BJP,Brij Bhushan Sharan Singh,Fact Check,kaiserganj,Loksabha Election 2024,sarvesh Pathak,Uttar Pradesh"
2nd May 2024,https://www.vishvasnews.com/viral/fact-check-truck-loaded-with-gold-and-currency-notes-not-caught-in-jharkhand-viral-picture-made-with-ai/,"Fact Check: झारखंड में नहीं पकड़ा गया गोल्ड और नोटों से लदा ट्रक, वायरल तस्वीर AI से बनी है",चुनाव के दौरान झारखंड के दारु में गोल्ड और नोटों से भरा ट्रक पुलिस ने जब्त किया है।,Gold and cash seized in Jharkhand during lok sabha elections ,AI Image,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews-17.jpg,"AI Image,Artificial Intelligence,Jharkhand,Jharkhand Police"
2nd May 2024,https://www.vishvasnews.com/politics/fact-check-old-odisha-video-misleadingly-shared-as-west-bengals-incident/,Fact Check: ओडिशा में रैली पर पत्थर फेंकने की घटना को बंगाल का बताकर फैलाया जा रहा है भ्रम,भगवा झंडे के साथ आप बंगाल में रैली भी नहीं कर सकते है। देखिए कैसी गुंडागर्दी है बंगाल में। बंगाल ना हुआ बांग्लादेश हो गया हो जैसे।,Bhagwa fear,Mamata Banerjee,https://www.vishvasnews.com/wp-content/uploads/2024/05/vishvasnews-82.jpg,"Bhagwa,West Bengal"
2nd May 2024,https://www.vishvasnews.com/english/politics/fact-check-claim-of-rahul-gandhi-and-priyanka-gandhi-as-congress-candidates-for-amethi-and-rae-bareli-seats-is-fake-official-list-awaited/,Fact Check: Claim of Rahul Gandhi and Priyanka Gandhi As Congress Candidates for Amethi And Rae Bareli Seats Respectively Is Fake,"Rahul Gandhi from Amethi and Priyanka Gandhi from Rae Bareli have jumped into the fray. It will be interesting to see whether Smriti Irani beats or gets defeated this time too. It would have been better if Priyanka Gandhi had fought against Prime Minister Narendra Modi from Varanasi. In politics, sometimes the message matters more than victory, which Raj Narayan ji once gave by contesting elections against former Prime Minister Indira Gandhi. Later his victory became a chapter in the pages of history.",ELection 2024 Amethi and Raebareli ,Rahul Gandhi and Priyanka Gandhi ,https://www.vishvasnews.com/wp-content/uploads/2024/05/Fake_News_23-30.jpg,"Lok Sabha elections 2024,Priyanka Gandhi,Rahul Gandhi"
1st May 2024,https://www.vishvasnews.com/society/fact-check-this-is-a-picture-of-the-maharaja-of-dhar-not-of-maharana-pratap/,"Fact Check: यह धार के महाराजा की तस्वीर है, महाराणा प्रताप की नहीं",पेंटिंग कैमरा,Painting of Maharana Pratap,Maharana Pratap,https://www.vishvasnews.com/wp-content/uploads/2024/05/Fake_News_24-13.jpg,"Maharana Pratap,Painting"
1st May 2024,https://www.vishvasnews.com/politics/fact-check-this-post-claiming-that-rahul-gandhi-and-priyanka-gandhi-have-been-declared-congress-candidates-from-amethi-and-raebareli-is-fake/,Fact Check: राहुल गांधी को अमेठी और प्रियंका गांधी को रायबरेली से कांग्रेस उम्मीदवार घोषित किये जाने का दावा करती यह पोस्ट फर्जी है,अमेठी से राहुल गांधी और रायबरेली से प्रियंका गांधी मैदान में कूद पड़े हैं। यह देखना दिलचस्प होगा कि स्मृति ईरानी इस बार भी पटखनी देते हैं या मात खा जाती हैं। इससे बेहतर होता कि प्रियंका गांधी प्रधानमंत्री नरेंद्र मोदी जी के खिलाफ वाराणसी से लड़तीं। राजनीति में कभी-कभी जीत से ज्यादा संदेश का महत्व होता है जो कभी राज नारायण जी ने पूर्व प्रधानमंत्री इंदिरा गांधी के खिलाफ चुनाव लड़ कर दिया था। बाद में उनकी जीत इतिहास के पन्नों का एक अध्याय बन गई।,Election 2024 Amethi and Raebareli seats ,Rahul Gandhi and Priyanka Gandhi ,https://www.vishvasnews.com/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-01-at-10.33.18-AM.jpeg,"Amethi Lok Sabha Seat,Congress,KL Sharma,Lok Sabha Election 2024,Priyanka Gandhi,Raebareli Lok Sabha Seat,Rahul Gandhi,Rahul Gandhi Nomination,UP Lok Sabha Chunav 2024,UP news"
